pagina,titulo,conteudo,status,id_doc
457,(CO) Consulta Correspondência\CO_0280,"COD_TIPO: CO
NUM_ANTDOC: 280
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Discute com Portinari a monografia que irá escrever sobre ele, bem como a melhor maneira de ilustrá-la. Parabeniza o amigo pela casa do Cosme Velho.
DATA_INICIO: 1942/11/13",sucesso,CO_0280
458,(CO) Consulta Correspondência\CO_0281,"COD_TIPO: CO
NUM_ANTDOC: 281
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa o recebimento de fotografias de obras de Portinari. Pede informações sobre a existência de quadros seus em Buenos Aires. Elogia as gravuras em água-forte e afrescos que o pintor realizou.
DATA_INICIO: 1942/11/09",sucesso,CO_0281
459,(CO) Consulta Correspondência\CO_0282,"COD_TIPO: CO
NUM_ANTDOC: 282
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Maria Portinari
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa recebimento de cartas, uma das quais conta a operação sofrida por Maria. Lamenta seu próprio estado de saúde, que o impossibilita para o trabalho. Ressalta não ter escrito o estudo sobre Portinari, que deveria ter sido entregue em fevereiro.
DATA_INICIO: 1943/12/13",sucesso,CO_0282
460,(CO) Consulta Correspondência\CO_0283,"COD_TIPO: CO
NUM_ANTDOC: 283
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Assis Chateaubriand
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Conta que encontrou Manuel Bandeira, entusiasmado com as paisagens de Petrópolis de que já lhe falara Chateaubriand. Diz que reviu os painéis da Rádio Tupi, criticando a iluminação usada. Fala de sua saúde, nada boa.
DATA_INICIO: 1944/03/20",sucesso,CO_0283
462,(CO) Consulta Correspondência\CO_0284,"COD_TIPO: CO
NUM_ANTDOC: 284
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Manuel Bandeira
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Fala de sua saúde e do excesso de trabalho, que o impedem de ir a Petrópolis, para ter o retrato feito por Portinari, como o de Manuel Bandeira. Conta que a censura pegou a tradução castelhana de ""Macunaíma"" e que está sem solução para o caso. Fala de fotos de obras que não recebeu.
DATA_INICIO: 1944/04/06",sucesso,CO_0284
464,(CO) Consulta Correspondência\CO_0285,"COD_TIPO: CO
NUM_ANTDOC: 285
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Guillermo de Torre
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Conta que assinou um contrato para a edição principal de ""O alienista"". Reclama do excesso de trabalho e dos compromissos banais, que tomam seu tempo, privando-o de experiências mais úteis. Elogia e critica as obras sobre paisagens de Petrópolis e Brodowski. Comenta os problemas que tem tido com a Editorial Losada, que iria publicar sua monografia sobre Portinari. Fala, ainda, de seu trabalho sobre folclore brasileiro, a ser publicado no ""Boletim Latino Americano de Música"".
DATA_INICIO: 1944/06/04",sucesso,CO_0285
466,(CO) Consulta Correspondência\CO_0286,"COD_TIPO: CO
NUM_ANTDOC: 286
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: José Portinari
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Lamenta as doenças de família, que tanto atormentam Portinari. Manda um talão de recebimento de um livro, para que Portinari o receba e guarde cuidadosamente, enviando-lhe, se encontrar um portador seguro.
DATA_INICIO: 1944/07/08",sucesso,CO_0286
467,(CO) Consulta Correspondência\CO_0287,"COD_TIPO: CO
NUM_ANTDOC: 287
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede que o amigo faça as mudanças que achar necessárias, no texto a ser enviado à Losada. Desculpa-se pela má qualidade dessa monografia, sugerindo que desistam de enviá-la.
DATA_INICIO: 1944/12/25",sucesso,CO_0287
468,(CO) Consulta Correspondência\CO_0288,"COD_TIPO: CO
NUM_ANTDOC: 288
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Camargo Guarnieri
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Narra os incidentes que impediram sua viagem a Belo Horizonte. Pergunta se Portinari tem algum conhecimento na Embaixada da Argentina, para evitar que sua monografia sobre Portinari tenha complicações com a censura brasileira. Critica a edição de ""Braz Cubas"", pelos Cem Bibliófilos do Brasil.
DATA_INICIO: 1944/08/31",sucesso,CO_0288
470,(CO) Consulta Correspondência\CO_0289,"COD_TIPO: CO
NUM_ANTDOC: 289
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Guillermo de Torre
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Desculpa-se pela má qualidade de sua monografia sobre Portinari, recordando os contratempos que impediram um trabalho melhor. Pede que Portinari auxilie nas correções, sugerindo mesmo qualquer mudança ou acréscimo. Acusa recebimento de fotos dos novos trabalhos, elogiando-os.
DATA_INICIO: 1944/10/19",sucesso,CO_0289
472,(CO) Consulta Correspondência\CO_0290,"COD_TIPO: CO
NUM_ANTDOC: 290
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Nélson Nóbrega
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa o recebimento de fotografias das obras do Ministério da Educação. Lamenta não poder expressar, pública e abertamente, seu entusiasmo pela obra de Portinari, perguntando se já recebeu a monografia escrita sobre ele e se arranjou um jeito de enviá-la para a Argentina, sem intromissão da censura.
DATA_INICIO: 1944/11/20",sucesso,CO_0290
473,(CO) Consulta Correspondência\CO_0291,"COD_TIPO: CO
NUM_ANTDOC: 291
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Guillermo de Torre
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa recebimento de recado e de página do ""Times"". Avisa estar enviando pacote com a monografia que escreveu sobre ele, Portinari, para que dê os últimos retoques e envie a Guillermo de Torre, na Editorial Losada. Justifica o texto, a seu ver, excessivamente erudito.
DATA_INICIO: 1944/11/30",sucesso,CO_0291
475,(CO) Consulta Correspondência\CO_0292,"COD_TIPO: CO
NUM_ANTDOC: 292
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta que pretende escrever uma monografia sobre Portinari, a ser enviada à Argentina. Anuncia póxima visita ao Rio, quando pretende trabalhar junto com Portinari. Pede que sejam organizadas as fotos de obras, desde as mais antigas, em ordem cronológica. Agradece, mas recusa, o oferecimento de hospedagem.
DATA_INICIO: 1943/04/28",sucesso,CO_0292
476,(CO) Consulta Correspondência\CO_0293,"COD_TIPO: CO
NUM_ANTDOC: 293
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Avisa que vai para a chácara de seu tio, por prescrição médica, retomando o trabalho sobre Portinari, para a Argentina, quando voltar. Desculpa-se, mas não poderá aceitar o convite para discursar na exposição de Portinari.
DATA_INICIO: 1943/06/17",sucesso,CO_0293
477,(CO) Consulta Correspondência\CO_0294,"COD_TIPO: CO
NUM_ANTDOC: 294
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Bilhete
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Manifesta sua impaciência com um fato não especificado, avisando ter passado no hotel, sem encontrar Portinari.
DATA_INICIO: 19--/  /",sucesso,CO_0294
478,(CO) Consulta Correspondência\CO_0295,"COD_TIPO: CO
NUM_ANTDOC: 295
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Elogia os desenhos que recebeu de Portinari e dá instruções para que o pagamento do desenho, para a capa dos programas do Congresso da Língua Nacional Cantada, seja recebido do Departamento de Cultura.
DATA_INICIO: 1937/  /",sucesso,CO_0295
479,(CO) Consulta Correspondência\CO_0296,"COD_TIPO: CO
NUM_ANTDOC: 296
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Avisa estar enviando pagamento de duas parcelas relativas a alguma obra. Informa não saber se poderá ir ao Rio.
DATA_INICIO: 19--/  /",sucesso,CO_0296
480,(CO) Consulta Correspondência\CO_0297,"COD_TIPO: CO
NUM_ANTDOC: 297
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Bilhete
REMETENTE: Mário de Andrade
ONOMÁSTICO: Manuel Bandeira
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pergunta se Portinari recebeu sua carta. Pede que Portinari entregue exemplares, de algo não especificado, a Manuel Bandeira, que irá distribuí-los
DATA_INICIO: 19--/  /",sucesso,CO_0297
481,(CO) Consulta Correspondência\CO_0298,"COD_TIPO: CO
NUM_ANTDOC: 298
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Desculpa-se por não poder comparecer à inauguração de uma exposição de Portinari.
DATA_INICIO: 19--/  /",sucesso,CO_0298
483,(CO) Consulta Correspondência\CO_0299,"COD_TIPO: CO
NUM_ANTDOC: 299
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO:  Renoir
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede que Portinari vá à Exposição de Arte Francesa e adquira, para ele, algumas obras originais, e assinadas. Cita alguns autores de sua preferência, recomendando que, se Portinari tiver dúvida, se aconselhe com Manuel Bandeira.
DATA_INICIO: 1945/09/",sucesso,CO_0299
484,(CO) Consulta Correspondência\CO_0300,"COD_TIPO: CO
NUM_ANTDOC: 300
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Informa que recebeu convite da Editorial Losada, da Argentina, para escrever uma monografia, bastante ilustrada, sobre ele, Portinari.
DATA_INICIO: 1942/11/03",sucesso,CO_0300
486,(CO) Consulta Correspondência\CO_0301,"COD_TIPO: CO
NUM_ANTDOC: 301
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Antonio Bento
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta sobre seu retrato, pintado por Portinari, comparando-o com o realizado por Lasar Segall. Conta como se divertiu no carnaval paulista. Descreve o início do outono em São Paulo, comentando com se sente feliz nesta época do ano.
DATA_INICIO: 1935/03/25",sucesso,CO_0301
488,(CO) Consulta Correspondência\CO_0302,"COD_TIPO: CO
NUM_ANTDOC: 302
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Antonio Bento
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Parabeniza Portinari por sua exposição. Lamenta não poder ir ao Rio, abraçá-lo pessoalmente, relacionando suas atividades na chefia do Departamento de Cultura e Recreação de São Paulo.
DATA_INICIO: 1935/06/30",sucesso,CO_0302
489,(CO) Consulta Correspondência\CO_0303,"COD_TIPO: CO
NUM_ANTDOC: 303
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Francisco Mignone
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Mostra-se preocupado com certas características da personalidade de Portinari, que demonstra dar ouvidos às intrigas. Comenta algum fato desagradável, ocorrido com os cenários para o ""Balé dos Retirantes"". Elogia a ilustração para ""Braz Cubas"" e critica os editores, que não se esmeraram na edição. Planeja uma viagem ao Rio para, entre outras coisas, rever as paisagens de Petrópolis.
DATA_INICIO: 1944/08/13",sucesso,CO_0303
492,(CO) Consulta Correspondência\CO_0304,"COD_TIPO: CO
NUM_ANTDOC: 304
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Antônio Portinari
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede que Portinari doe um de seus quadros, para decorar seu gabinete de diretor do Departamento de Cultura e Recreação do Estado de São Paulo. Faz comentários sobre as atividades do Departamento.
DATA_INICIO: 1936/03/14",sucesso,CO_0304
495,(CO) Consulta Correspondência\CO_0305,"COD_TIPO: CO
NUM_ANTDOC: 305
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO:  Picasso
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pede que Portinari o auxilie, criticando a monografia que escreveu sobre ele. Pede, também, auxílio no envio da mesma à Argentina, pois preferiria que esta não passasse pela censura postal.
DATA_INICIO: 1944/11/13",sucesso,CO_0305
497,(CO) Consulta Correspondência\CO_0306,"COD_TIPO: CO
NUM_ANTDOC: 306
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Descreve detalhes de sua monografia sobre Portinari  e pede colaboração para a edição pela Editorial Losada. Relaciona obras que pretende sejam reproduzidas, ilustrando o texto.
DATA_INICIO: 1943/01/02",sucesso,CO_0306
502,(CO) Consulta Correspondência\CO_0307,"COD_TIPO: CO
NUM_ANTDOC: 307
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Lasar Segall
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Descreve detalhes e pede colaboração para a edição da monografia que está escrevendo sobre ele, Portinari, para a Editorial Losada. Envia-lhe seu último livro e tece comentários sobre Lasar Segall.
DATA_INICIO: 1943/05/25",sucesso,CO_0307
504,(CO) Consulta Correspondência\CO_0308,"COD_TIPO: CO
NUM_ANTDOC: 308
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa recebimento de carta com fotografias de obras, das quais gostou muito, ressaltando que pretende usar diversas em sua monografia sobre Portinari para a Editorial Losada. Informa ter publicado a parte final daquele trabalho, na ""Folha da Manhã"", desejoso de saber a opinião dos amigos. Tece considerações sobre a postura artística de Portinari, que mantém um equilíbrio entre valor plástico e valor espiritual.
DATA_INICIO: 1944/10/25",sucesso,CO_0308
506,(CO) Consulta Correspondência\CO_0309,"COD_TIPO: CO
NUM_ANTDOC: 309
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO:  Santa Rosa
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta ter sido contratado, pela sra. Blanche Knopf, para escrever um livro sobre folclore brasileiro, a ser editado nos Estados Unidos, fornecendo detalhes sobre o assunto. Diz querer o Santa Rosa como ilustrador, pedindo a Portinari que faça contato com ele.
DATA_INICIO: 1942/08/03",sucesso,CO_0309
508,(CO) Consulta Correspondência\CO_0310,"COD_TIPO: CO
NUM_ANTDOC: 310
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Avisa que, por motivo de doença, não irá a Brodowski visitá-lo. Elogia a idéia de Portinari pintar murais para a igreja de Brodowski, mas teme pelos gastos que possa ter e pelo gosto conservador do povo da cidade. Lamenta utilizar seu tempo em trabalhos que são rentáveis, mas pouco profundos.
DATA_INICIO: 1942/03/12",sucesso,CO_0310
510,(CO) Consulta Correspondência\CO_0311,"COD_TIPO: CO
NUM_ANTDOC: 311
PAGINAÇÃO: 4 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Camargo Guarnieri
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa visita de José, levando pontas-secas. Pede mais gravuras de Portinari para vender. Comenta, irritado, a rivalidade existente entre artistas, ressaltando que o mesmo ocorre entre os músicos. Pede fotos da Capelinha da ""Nonna"" para ilustrar um artigo que escreverá para o jornal  ""Argentina Libre"". Avisa que sairá artigo seu, também sobre a Capelinha, em Rotogravura de ""O Estado de S. Paulo"" e mandou ainda para ""Travel in Brazil"".
DATA_INICIO: 1941/04/09",sucesso,CO_0311
514,(CO) Consulta Correspondência\CO_0312,"COD_TIPO: CO
NUM_ANTDOC: 312
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Alberto da Veiga Guignard
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Responde a um pedido de listagem de discos de folclore brasileiro, reconhecendo-se um pouco defasado. Pede a Portinari o endreço de Guignard, que não quer devolver um quadro de sua propriedade. Pede notícias e fotografias de novas obras. Diz-se um pouco afastado de pintura, encontrando-se eventualmente com Clóvis Graciano. Comenta polêmica sobre ""colorido brasileiro"", entre Milliet e Luiz Martins. Pergunta se Portinari vai ou não para os Estados Unidos.
DATA_INICIO: 1941/06/28",sucesso,CO_0312
517,(CO) Consulta Correspondência\CO_0313,"COD_TIPO: CO
NUM_ANTDOC: 313
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: Clóvis Graciano
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta que estava ansioso por notícias, recomendando que Portinari economize nos Estados Unidos, pensando no dia de amanhã. Informa a venda de mais gravuras. Comenta a vida artística em São Paulo, com sepecial atenção para as exposições de Bianco e de Clóvis Graciano.
DATA_INICIO: 1941/09/07",sucesso,CO_0313
517,(CO) Consulta Correspondência\CO_0314,"COD_TIPO: CO
NUM_ANTDOC: 314
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Guillermo de Torre
MEMO_RESUMO: Informa estar enviando o trabalho sobre Portinari, para a Editorial Losada, comentando-a.
DATA_INICIO: 1944/11/30",extraido_novo,CO_0314
519,(CO) Consulta Correspondência\CO_0315,"COD_TIPO: CO
NUM_ANTDOC: 315
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Desculpa-se por não ter ido à inauguração dos painéis (da Rádio Tupi). Discute detalhes e ilustrações para a monografia que escreve sobre Portinari. Pergunta o ano em que Portinari começou a lecionar na Universidade do Distrito Federal.
DATA_INICIO: 1943/09/17",sucesso,CO_0315
520,(CO) Consulta Correspondência\CO_0316,"COD_TIPO: CO
NUM_ANTDOC: 316
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Bilhete
REMETENTE: Oswald de Andrade
ONOMÁSTICO: Raul Bopp
DESTINATARIO: Maria Portinari
MEMO_RESUMO: Pede que avisem o dia da chegada a São Paulo, e que tragam Raul Bopp.
DATA_INICIO: 1934/11/14",sucesso,CO_0316
521,(CO) Consulta Correspondência\CO_0317,"COD_TIPO: CO
NUM_ANTDOC: 317
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Bilhete
REMETENTE: Oswald de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Pergunta se já começou as ilustrações. Pede que Portinari interceda, junto à Pró-Arte, para que esta lhe devolva o ""Retrato de Pagu"".
DATA_INICIO: 19--/  /",sucesso,CO_0317
524,(CO) Consulta Correspondência\CO_0318,"COD_TIPO: CO
NUM_ANTDOC: 318
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Como presidente do Salão Nacional de Belas Artes, solicita o comparecimento urgente de Portinari à Secretaria do Museu Nacional de Belas Artes.
DATA_INICIO: 1949/03/18",sucesso,CO_0318
525,(CO) Consulta Correspondência\CO_0319,"COD_TIPO: CO
NUM_ANTDOC: 319
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Agradece a Portinari po  ter autorizado a inclusão de seu nome entre os membros fundadores da Fundação dos Amigos do Patrimônio Artístico do Brasil. Agradece, ainda, o cartão de Boas Festas, elogiando a beleza da figura do ""Retrato de Denise"" que o ilustra.
DATA_INICIO: 1960/12/12",sucesso,CO_0319
526,(CO) Consulta Correspondência\CO_0320,"COD_TIPO: CO
NUM_ANTDOC: 320
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Consulta Portinari sobre a possibilidade de incluí-lo entre os membros da Fundação dos Amigos do Patrimônio Artístico do Brasil, entidade que está sendo criada com o objetivo de fortalecer a proteção do acervo monumental brasileiro. Informa estar enviando os estatutos em anexo.
DATA_INICIO: 1960/11/30",sucesso,CO_0320
529,(CO) Consulta Correspondência\CO_0321,"COD_TIPO: CO
NUM_ANTDOC: 321
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Envia cópia da portaria do Ministro da Educação e Cultura, designando Portinari para exercer as funções de membro da Comissão Nacional de Belas Artes.
DATA_INICIO: 1956/04/10",sucesso,CO_0321
530,(CO) Consulta Correspondência\CO_0322,"COD_TIPO: CO
NUM_ANTDOC: 322
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Como Presidente da Comissão Nacional de Belas Artes, solicita o comparecimento de Portinari a uma reunião da referida Comissão.
DATA_INICIO: 1957/03/27",sucesso,CO_0322
531,(CO) Consulta Correspondência\CO_0323,"COD_TIPO: CO
NUM_ANTDOC: 323
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: Anselmo Testa
DESTINATARIO: Washington Andrade
MEMO_RESUMO: Apresenta Anselmo Testa e Paulo Scatena, recomendados por Candido Portinari, pedindo que lhes dê assistência em sua visita aos monumentos, instituições e sítios da cidade histórica de Ouro Preto.
DATA_INICIO: 1953/05/06",sucesso,CO_0323
532,(CO) Consulta Correspondência\CO_0324,"COD_TIPO: CO
NUM_ANTDOC: 324
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Como Presidente da Comissão Nacional de Belas Artes, transmite convite do Museu Provincial de BelasArtes, de Santa Fé, Argentina, para Portinari participar da exposição Arte Americano - primitivo y moderno.
DATA_INICIO: 1961/02/03",sucesso,CO_0324
533,(CO) Consulta Correspondência\CO_0325,"COD_TIPO: CO
NUM_ANTDOC: 325
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Como Diretor do Departamento do Patrimônio, acusa recebimento e agradece a doação feita por Portinari para o leilão de obras de arte, organizado em benefício da preservação da cidade de Ouro Preto. Acrescenta um agradecimento pessoal.
DATA_INICIO: 1949/10/04",sucesso,CO_0325
534,(CO) Consulta Correspondência\CO_0326,"COD_TIPO: CO
NUM_ANTDOC: 326
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: Hanna Levy
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Apresenta Hanna Levy, que deseja escrever sobre Portinari, em revistas da Europa.
DATA_INICIO: 1938/06/25",sucesso,CO_0326
535,(CO) Consulta Correspondência\CO_0327,"COD_TIPO: CO
NUM_ANTDOC: 327
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Agradece e elogia a fotografia que Portinari mandou, reproduzindo afresco pintado na casa dos pais, em Brodowski.
DATA_INICIO: 1937/02/16",sucesso,CO_0327
537,(CO) Consulta Correspondência\CO_0328,"COD_TIPO: CO
NUM_ANTDOC: 328
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: Anselmo Testa
DESTINATARIO: Murilo Rubião
MEMO_RESUMO: Apresenta Anselmo Testa e Paulo Scatena, recomendados por Candido Portinari, pedindo que lhes dê assistência em sua visita à cidade de Belo Horizonte.
DATA_INICIO: 1953/05/06",sucesso,CO_0328
538,(CO) Consulta Correspondência\CO_0329,"COD_TIPO: CO
NUM_ANTDOC: 329
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Agradece a doação feita por Portinari para o leilão de obras de arte em benefício da preservação de Ouro Preto, pedindo que a obra seja entregue ao portador da carta.
DATA_INICIO: 1949/09/22",sucesso,CO_0329
540,(CO) Consulta Correspondência\CO_0330,"COD_TIPO: CO
NUM_ANTDOC: 330
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Retribui os votos de Boas Festas enviados em cartão. Comenta o rigor do verão carioca, recomendando que Portinari aproveite a temperatura de Brodowski e pinte bastante.
DATA_INICIO: 1940/01/03",sucesso,CO_0330
542,(CO) Consulta Correspondência\CO_0331,"COD_TIPO: CO
NUM_ANTDOC: 331
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Rodrigo Mello Franco de Andrade
ONOMÁSTICO: Maria Helena M. Doria
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Solicita, em nome de Maria Helena M. Doria, reproduções de trabalhos de Portinari, relacionados ao nosso folclore ou à economia.
DATA_INICIO: 1955/07/30",sucesso,CO_0331
